Episode,Steps,Total Reward,Discounted Reward,Expected Q
396,734,-9406.505508076198,-3871.3302386300215,-134.08761596679688
386,521,-6421.348493695843,-3189.880465389988,-119.15020751953125
388,543,-6856.806966312236,-3376.8494885535783,-116.85328674316406
403,471,-5779.845414113772,-3060.5056141368736,-121.2088851928711
380,534,-6695.748867028411,-3294.5652971059667,-154.92738342285156
410,600,-7515.865684985279,-3480.1278903737375,-137.9527587890625
417,515,-6195.371150396254,-3121.879918452238,-140.20594787597656
412,775,-10093.68229357742,-3927.082581323959,-126.44690704345703
397,466,-5881.428639133151,-3087.0662923896225,-121.8042984008789
392,851,-11062.786855543813,-3997.0974327022295,-130.19882202148438
432,671,-8764.97368697338,-3658.3708011178564,-125.2716064453125
414,620,-7732.227005892393,-3562.8750137886054,-125.1954116821289
387,947,-12013.913845003775,-3893.0474718900527,-133.40591430664062
405,486,-5936.86273546848,-3106.458988989234,-137.52371215820312
399,402,-4622.511386559356,-2727.235832995189,-143.03646850585938
400,679,-8352.321779225322,-3590.6301836777116,-134.24008178710938
364,1078,-13912.787875143384,-4155.331746468692,-144.4140625
407,509,-5985.186011393962,-3079.036681319739,-133.35638427734375
404,700,-8927.179793588362,-3819.750542924518,-142.9561309814453
390,796,-10270.152904606288,-3885.7524685418102,-137.30734252929688
416,477,-5698.24990328648,-3021.921370418576,-140.91969299316406
427,735,-9362.50344566966,-3732.675544227452,-142.64389038085938
431,510,-6045.370291121508,-3102.0213200161015,-138.03182983398438
422,647,-8153.379855410909,-3588.5456935426837,-134.5416717529297
401,898,-11664.080515726828,-4106.921366432843,-126.06155395507812
415,729,-9258.37017404206,-3799.2902633110534,-134.82420349121094
429,619,-7659.140378379185,-3467.4919273570827,-130.4659881591797
436,652,-8272.357144905258,-3646.065775898165,-124.99578094482422
451,520,-6059.602222015991,-3044.598028604375,-145.85873413085938
411,666,-8404.121248243615,-3623.2888278807054,-135.83096313476562
418,498,-6168.852803432223,-3218.531185208835,-132.73316955566406
433,583,-7023.254813422685,-3299.9448771533685,-133.15194702148438
423,535,-6402.653824200927,-3131.486000601688,-134.1915283203125
426,568,-6737.277220270634,-3244.591319477903,-139.6103515625
424,689,-8650.070094957366,-3632.7398753359894,-125.69699096679688
419,664,-8001.002710051438,-3375.152433040229,-118.01195526123047
446,534,-6690.870982681651,-3308.6003603079284,-133.5592498779297
450,563,-6937.533403342644,-3294.0428232648424,-129.387451171875
409,664,-8245.091600309977,-3458.9702434020287,-129.62905883789062
406,812,-10278.787702272803,-3930.015642401859,-138.264892578125
420,547,-6882.423542947541,-3358.1741870160713,-136.53512573242188
434,580,-7027.783536149642,-3307.5908189155875,-140.0015411376953
455,511,-6173.754364455392,-3060.160759927994,-151.82156372070312
383,790,-10324.817600932585,-3959.1165601358366,-138.60708618164062
448,574,-7452.205377566903,-3482.8897716294,-129.49087524414062
435,678,-8605.789919483432,-3620.846324396261,-142.61839294433594
441,685,-8902.876105219768,-3737.2206080445667,-153.26744079589844
470,585,-7344.726260652631,-3489.1315960078796,-145.2943878173828
437,492,-6065.005173382495,-3172.463436465871,-132.6337432861328
430,611,-7946.262191309008,-3685.3995063305606,-122.74629211425781
445,467,-5712.192622130526,-3076.378864587695,-119.70179748535156
452,591,-7607.810693582905,-3617.4596560184673,-144.9398651123047
442,540,-6774.333556297134,-3317.7257729697017,-134.81976318359375
443,511,-6362.497108235403,-3222.26498510136,-140.36228942871094
439,457,-5487.121764128601,-2905.9958140558724,-146.9752655029297
428,565,-7264.712587926506,-3442.731595894636,-138.26173400878906
438,642,-7912.006834744008,-3556.3780274195983,-132.67605590820312
467,538,-6629.841703370364,-3294.950686185057,-138.2865753173828
474,567,-6975.845039619715,-3405.6795533751324,-146.71990966796875
454,545,-6761.809542498009,-3285.767137200199,-153.39727783203125
460,521,-6222.573963669542,-3122.837986021044,-136.4817352294922
425,664,-8687.409556689192,-3797.452097747573,-132.7664794921875
402,658,-8374.049760283977,-3698.966542461819,-143.771240234375
465,788,-10088.530226133482,-3836.643603452039,-135.2300262451172
456,563,-6756.526562130038,-3236.0050251695966,-133.3385467529297
489,601,-7701.252034493341,-3491.7170715795633,-149.95919799804688
