Episode,Global step,Critic1 Loss,Critic2 Loss,Actor Loss
19,0,76.49404907226562,82.30445861816406,
57,1000,39.643455505371094,44.59538650512695,-9.020583152770996
95,2000,30.62533950805664,29.864763259887695,-6.136429786682129
133,3000,26.640811920166016,27.49700164794922,-2.4606735706329346
190,4000,27.00157928466797,29.25665283203125,2.962967872619629
228,5000,21.02721405029297,18.96558380126953,6.625754356384277
284,6000,24.310081481933594,26.35004997253418,10.26123046875
