Episode,Steps,Total Reward,Discounted Reward,Expected Q
95,2001,-71647.07619757022,-11672.136191614032,-326.498046875
96,2001,-73452.39623366913,-11778.574075947556,-328.8814392089844
97,2001,-73614.11350259557,-12078.746365257271,-334.37158203125
98,2001,-72047.53313876188,-11591.397685232501,-339.9689025878906
99,2001,-74271.61777447857,-12413.134833188724,-326.5166015625
100,2001,-73398.00105992533,-11717.408285365722,-328.2979431152344
101,2001,-72529.70326108664,-11687.173248310415,-329.9806213378906
103,2001,-74183.15643286043,-12014.268815127114,-338.1551208496094
104,2001,-73803.57408364752,-11795.498764251779,-332.542236328125
105,2001,-71052.32348063817,-12084.415079075534,-328.6018981933594
106,2001,-71488.93733078246,-11642.549116959202,-343.1405944824219
107,2001,-72369.75386416956,-12043.436928367457,-323.5118408203125
108,2001,-74530.26176314671,-11517.976636914107,-326.81402587890625
109,2001,-71384.82620486323,-11444.210164479246,-329.44580078125
110,2001,-71123.51074297813,-11969.240234096234,-339.8608703613281
111,2001,-70900.3083255085,-11909.217334387175,-329.5395202636719
112,2001,-72261.36086069986,-11999.87604609874,-336.20269775390625
113,2001,-72700.36418323545,-11748.486210397661,-330.7197570800781
121,2001,-70852.22112168468,-11667.227301837236,-379.56085205078125
114,2001,-71758.53888253363,-11670.208879801723,-382.672607421875
115,2001,-70328.7590794916,-11530.205248103588,-384.225830078125
116,2001,-71731.19722223765,-11793.19072573525,-380.2325439453125
117,2001,-71985.49733468734,-11958.964472890837,-389.36236572265625
118,2001,-71608.21310957077,-11924.660889604838,-385.0058898925781
119,2001,-70984.88247896344,-12076.767073046769,-391.6005859375
120,2001,-70950.42285458403,-11790.657716748745,-380.87786865234375
122,2001,-71406.30134249925,-11735.866777359124,-397.9890441894531
123,2001,-72324.65880778195,-11691.916916282009,-377.7251281738281
124,2001,-72299.81721719475,-11686.061441071955,-380.66204833984375
125,2001,-70680.81169386006,-11518.985650253397,-397.0699462890625
126,2001,-68922.38732178984,-12003.92039090919,-377.9906005859375
127,2001,-70897.47717435524,-11442.705726211909,-385.13299560546875
128,2001,-71924.8666123578,-12004.160365600781,-384.199951171875
