Episode,Step,Reward,Discounted,Losses
265,629,-1159.3760179765522,2.4272156657488875,"{'critic1_loss': 19.477294921875, 'critic2_loss': 18.813636779785156, 'actor_loss': 52.37165069580078}"
266,609,-1173.3132569529116,14.789169205013708,"{'critic1_loss': 13.458293914794922, 'critic2_loss': 16.26667594909668, 'actor_loss': 53.26356506347656}"
267,678,-1287.4087294824421,12.202664363167171,"{'critic1_loss': 24.87177276611328, 'critic2_loss': 25.523080825805664, 'actor_loss': 53.547203063964844}"
268,761,-1481.3073016740382,12.113345904083179,"{'critic1_loss': 25.829734802246094, 'critic2_loss': 27.23188591003418, 'actor_loss': 52.95051956176758}"
269,641,-1221.0052769072354,20.48498834374239,"{'critic1_loss': 27.679166793823242, 'critic2_loss': 30.32518768310547, 'actor_loss': 54.64181137084961}"
270,691,-1305.241159055382,9.262034338512546,"{'critic1_loss': 16.132854461669922, 'critic2_loss': 18.878841400146484, 'actor_loss': 55.83638000488281}"
271,655,-1186.3489516489208,16.92000130383087,"{'critic1_loss': 54.87371063232422, 'critic2_loss': 54.38056182861328, 'actor_loss': 53.90134048461914}"
272,703,-1283.1015289910138,7.7037114226608505,"{'critic1_loss': 27.711959838867188, 'critic2_loss': 30.707284927368164, 'actor_loss': 53.701202392578125}"
273,740,-1495.438486713916,5.460786811690201,"{'critic1_loss': 28.766780853271484, 'critic2_loss': 26.933786392211914, 'actor_loss': 54.83903503417969}"
274,713,-1369.8044966496527,6.250398181371742,"{'critic1_loss': 30.295345306396484, 'critic2_loss': 30.96393585205078, 'actor_loss': 52.55608367919922}"
275,744,-1420.5366593264043,-1.5898977183019898,"{'critic1_loss': 17.272932052612305, 'critic2_loss': 17.18688201904297, 'actor_loss': 55.927093505859375}"
276,654,-1272.2371380217373,4.395999241512211,"{'critic1_loss': 54.43196487426758, 'critic2_loss': 54.27744674682617, 'actor_loss': 55.33777618408203}"
277,618,-1128.8117239773273,23.08557884625273,"{'critic1_loss': 31.221948623657227, 'critic2_loss': 34.94077682495117, 'actor_loss': 51.963829040527344}"
278,639,-1244.562761116773,10.14288860149149,"{'critic1_loss': 33.799190521240234, 'critic2_loss': 33.67278289794922, 'actor_loss': 55.666114807128906}"
279,619,-1160.8634008280933,22.428619160753335,"{'critic1_loss': 33.85828399658203, 'critic2_loss': 31.19265365600586, 'actor_loss': 56.119529724121094}"
280,795,-1676.2826250828803,5.852538788055316,"{'critic1_loss': 21.581432342529297, 'critic2_loss': 22.280132293701172, 'actor_loss': 54.230438232421875}"
281,750,-1458.2327348180115,20.441897902291835,"{'critic1_loss': 24.976335525512695, 'critic2_loss': 19.616607666015625, 'actor_loss': 54.47908401489258}"
282,675,-1271.5285466946661,13.592686719345965,"{'critic1_loss': 31.083248138427734, 'critic2_loss': 28.705041885375977, 'actor_loss': 56.335548400878906}"
283,586,-1029.8862585909665,8.577781608833087,"{'critic1_loss': 44.35635757446289, 'critic2_loss': 42.58427810668945, 'actor_loss': 53.71214294433594}"
284,617,-1097.6868007741868,16.9579224743661,"{'critic1_loss': 17.931867599487305, 'critic2_loss': 15.568199157714844, 'actor_loss': 52.91481018066406}"
285,643,-1229.9542595855892,19.792927673645448,"{'critic1_loss': 28.865028381347656, 'critic2_loss': 29.833274841308594, 'actor_loss': 56.249534606933594}"
286,755,-1484.5724153853953,8.848460431902794,"{'critic1_loss': 28.757854461669922, 'critic2_loss': 29.18260955810547, 'actor_loss': 55.680782318115234}"
287,787,-1512.5957134999335,9.078750786931026,"{'critic1_loss': 26.911495208740234, 'critic2_loss': 27.670482635498047, 'actor_loss': 57.98432159423828}"
288,649,-1169.8122884519398,11.224896489023063,"{'critic1_loss': 32.09562683105469, 'critic2_loss': 29.976242065429688, 'actor_loss': 52.46428298950195}"
289,648,-1241.2032543607056,7.165108346823207,"{'critic1_loss': 24.53943634033203, 'critic2_loss': 19.38808822631836, 'actor_loss': 55.85944366455078}"
290,664,-1309.6343836300075,18.91228945342662,"{'critic1_loss': 25.237388610839844, 'critic2_loss': 23.121288299560547, 'actor_loss': 56.551979064941406}"
291,842,-1830.0012313760817,7.630098215917965,"{'critic1_loss': 42.80945587158203, 'critic2_loss': 44.33307647705078, 'actor_loss': 54.389190673828125}"
292,703,-1268.3326076231897,17.51037840123879,"{'critic1_loss': 16.711017608642578, 'critic2_loss': 16.488059997558594, 'actor_loss': 55.50694274902344}"
293,813,-1659.2355321086943,6.624456846022047,"{'critic1_loss': 42.903968811035156, 'critic2_loss': 42.661407470703125, 'actor_loss': 56.290489196777344}"
294,654,-1215.4007408358157,21.27104895733505,"{'critic1_loss': 36.25864028930664, 'critic2_loss': 34.72621154785156, 'actor_loss': 55.92566680908203}"
295,638,-1192.2344751246274,14.573842191830241,"{'critic1_loss': 40.471275329589844, 'critic2_loss': 35.175472259521484, 'actor_loss': 57.32148742675781}"
296,784,-1583.5871181227267,2.6150864975867734,"{'critic1_loss': 36.53203582763672, 'critic2_loss': 37.00545883178711, 'actor_loss': 52.6904296875}"
297,598,-1141.19198070094,5.133473306516248,"{'critic1_loss': 16.66761016845703, 'critic2_loss': 14.544700622558594, 'actor_loss': 58.27552032470703}"
298,621,-874.151671025902,1.6524414914777976,"{'critic1_loss': 51.82716369628906, 'critic2_loss': 43.06753158569336, 'actor_loss': 58.002506256103516}"
299,648,-1192.2969273366034,15.852575285385873,"{'critic1_loss': 32.220821380615234, 'critic2_loss': 29.7548770904541, 'actor_loss': 54.536338806152344}"
300,575,-702.0883476510644,4.170484698976379,"{'critic1_loss': 30.57428550720215, 'critic2_loss': 32.43151092529297, 'actor_loss': 57.39006805419922}"
301,753,-1461.314009372145,-6.695965300064181,"{'critic1_loss': 67.06143188476562, 'critic2_loss': 64.10063934326172, 'actor_loss': 57.51449966430664}"
302,699,-1302.0058293826878,20.365691477591753,"{'critic1_loss': 18.494775772094727, 'critic2_loss': 18.228273391723633, 'actor_loss': 59.005977630615234}"
303,582,-711.9278756864369,6.091842609831993,"{'critic1_loss': 19.384843826293945, 'critic2_loss': 18.299089431762695, 'actor_loss': 57.820804595947266}"
304,666,-1250.5201008804142,11.488596210708364,"{'critic1_loss': 15.050960540771484, 'critic2_loss': 14.178850173950195, 'actor_loss': 57.599815368652344}"
305,574,-677.8931129835546,-1.5764201232630692,"{'critic1_loss': 30.211376190185547, 'critic2_loss': 30.1304874420166, 'actor_loss': 55.81682205200195}"
306,690,-1387.9325072206557,1.0871585420767569,"{'critic1_loss': 30.211376190185547, 'critic2_loss': 30.1304874420166, 'actor_loss': 55.81682205200195}"
307,603,-1117.5982843153179,17.311315107303827,"{'critic1_loss': 23.969261169433594, 'critic2_loss': 22.747982025146484, 'actor_loss': 58.83257293701172}"
308,621,-1117.0685475617647,21.183867216429952,"{'critic1_loss': 16.257064819335938, 'critic2_loss': 14.207331657409668, 'actor_loss': 57.28854751586914}"
309,791,-1514.309240464121,5.5254558270335385,"{'critic1_loss': 16.864124298095703, 'critic2_loss': 16.527467727661133, 'actor_loss': 58.351932525634766}"
310,642,-1221.5569291599095,9.135253905038953,"{'critic1_loss': 35.74211883544922, 'critic2_loss': 37.731842041015625, 'actor_loss': 57.11161804199219}"
311,761,-1487.9598559252918,11.877693608360932,"{'critic1_loss': 15.567419052124023, 'critic2_loss': 13.816596984863281, 'actor_loss': 57.11371612548828}"
312,638,-1199.4285278208554,22.83966226175167,"{'critic1_loss': 26.92925262451172, 'critic2_loss': 26.60305404663086, 'actor_loss': 56.98476028442383}"
313,768,-1451.370185751468,-2.457792013218943,"{'critic1_loss': 34.44523620605469, 'critic2_loss': 33.8154411315918, 'actor_loss': 59.44112777709961}"
314,649,-1235.7511135526001,6.427742114992076,"{'critic1_loss': 42.41260528564453, 'critic2_loss': 38.62275314331055, 'actor_loss': 56.25068664550781}"
315,799,-1623.2034504003823,-1.358042691903422,"{'critic1_loss': 11.340023040771484, 'critic2_loss': 11.535172462463379, 'actor_loss': 60.54505157470703}"
316,759,-1567.826913330704,6.459180369361498,"{'critic1_loss': 24.92098045349121, 'critic2_loss': 28.69244384765625, 'actor_loss': 60.13677215576172}"
317,598,-1087.7021984495223,-0.5575564810171175,"{'critic1_loss': 31.596826553344727, 'critic2_loss': 30.62737274169922, 'actor_loss': 58.23801040649414}"
318,710,-1364.9215585626662,20.98169974114121,"{'critic1_loss': 42.31190490722656, 'critic2_loss': 42.42399597167969, 'actor_loss': 55.315521240234375}"
319,666,-1237.882865730673,7.159562732281419,"{'critic1_loss': 29.95711898803711, 'critic2_loss': 31.266719818115234, 'actor_loss': 60.04145431518555}"
320,677,-1314.6096979267895,18.511745205312334,"{'critic1_loss': 52.194580078125, 'critic2_loss': 56.82682418823242, 'actor_loss': 60.283836364746094}"
321,696,-1355.239410687238,2.218556086338301,"{'critic1_loss': 40.56299591064453, 'critic2_loss': 40.071685791015625, 'actor_loss': 56.45708465576172}"
322,699,-1391.7243575192988,-1.5980087652010673,"{'critic1_loss': 38.28311538696289, 'critic2_loss': 42.239173889160156, 'actor_loss': 57.82429122924805}"
323,769,-1582.5776089839637,11.141334526309235,"{'critic1_loss': 46.647117614746094, 'critic2_loss': 46.30658721923828, 'actor_loss': 61.0862922668457}"
324,747,-1495.7034639753401,5.4099895250461705,"{'critic1_loss': 27.919570922851562, 'critic2_loss': 31.495567321777344, 'actor_loss': 59.230735778808594}"
325,636,-1109.7220078967512,19.350376620498704,"{'critic1_loss': 34.33629608154297, 'critic2_loss': 32.156585693359375, 'actor_loss': 61.12017822265625}"
326,601,-1218.7736681438982,-0.20340616047525076,"{'critic1_loss': 43.517662048339844, 'critic2_loss': 51.29319763183594, 'actor_loss': 57.24892807006836}"
327,658,-1255.0014663673937,14.463155466677321,"{'critic1_loss': 37.1255989074707, 'critic2_loss': 37.016845703125, 'actor_loss': 61.82252502441406}"
328,601,-966.3868155069649,-5.7541336095448,"{'critic1_loss': 30.386383056640625, 'critic2_loss': 31.80166244506836, 'actor_loss': 58.75640106201172}"
329,560,-670.1260495558381,7.126623486481882,"{'critic1_loss': 55.0075798034668, 'critic2_loss': 61.22673034667969, 'actor_loss': 59.01344299316406}"
330,745,-1488.167011436075,17.684338355234026,"{'critic1_loss': 22.326427459716797, 'critic2_loss': 20.76614761352539, 'actor_loss': 63.04065704345703}"
331,792,-1804.5846693851054,9.857392325388709,"{'critic1_loss': 17.570968627929688, 'critic2_loss': 19.441667556762695, 'actor_loss': 59.135498046875}"
332,733,-1466.7490593977273,-0.22631547134479577,"{'critic1_loss': 55.79607391357422, 'critic2_loss': 56.013427734375, 'actor_loss': 57.10222244262695}"
333,702,-1379.6394373811781,4.847982649900765,"{'critic1_loss': 32.63478088378906, 'critic2_loss': 29.3072509765625, 'actor_loss': 59.50525665283203}"
334,626,-1221.6399926356971,12.09518237122194,"{'critic1_loss': 26.4553279876709, 'critic2_loss': 28.508535385131836, 'actor_loss': 60.04515838623047}"
335,636,-1213.008650481701,18.293102176107812,"{'critic1_loss': 23.663036346435547, 'critic2_loss': 23.313213348388672, 'actor_loss': 61.00792694091797}"
336,675,-1255.1735361106694,15.17760651524643,"{'critic1_loss': 11.498922348022461, 'critic2_loss': 11.276660919189453, 'actor_loss': 61.31734085083008}"
337,723,-1307.5125260315835,12.669372564072644,"{'critic1_loss': 20.182941436767578, 'critic2_loss': 21.256736755371094, 'actor_loss': 59.63615417480469}"
338,781,-1477.2639763988554,8.216490416592372,"{'critic1_loss': 11.142193794250488, 'critic2_loss': 11.252998352050781, 'actor_loss': 59.92961502075195}"
339,637,-1175.6069918461144,22.096912454224668,"{'critic1_loss': 20.208175659179688, 'critic2_loss': 21.415752410888672, 'actor_loss': 59.975303649902344}"
340,650,-1235.3545413203537,13.436941960758912,"{'critic1_loss': 15.697012901306152, 'critic2_loss': 18.49493408203125, 'actor_loss': 58.446815490722656}"
341,636,-1203.3038222417235,21.694086317372253,"{'critic1_loss': 15.578508377075195, 'critic2_loss': 14.777996063232422, 'actor_loss': 58.262664794921875}"
342,634,-934.5636878721416,-1.1624230022333288,"{'critic1_loss': 64.93186950683594, 'critic2_loss': 68.39766693115234, 'actor_loss': 59.62688446044922}"
343,706,-1426.5796952731907,2.734692652873807,"{'critic1_loss': 31.4279842376709, 'critic2_loss': 31.512815475463867, 'actor_loss': 61.153621673583984}"
344,611,-1141.1081979610026,19.35088756918366,"{'critic1_loss': 41.17641067504883, 'critic2_loss': 41.376922607421875, 'actor_loss': 58.57468032836914}"
345,630,-1114.8655385784805,22.48117848182358,"{'critic1_loss': 30.448139190673828, 'critic2_loss': 28.24214744567871, 'actor_loss': 60.893836975097656}"
346,672,-1279.4035087563097,1.7214322652842249,"{'critic1_loss': 43.7056884765625, 'critic2_loss': 43.18932342529297, 'actor_loss': 60.35833740234375}"
347,633,-1154.1749704293907,19.010855266517,"{'critic1_loss': 49.910247802734375, 'critic2_loss': 50.33648681640625, 'actor_loss': 59.979061126708984}"
348,619,-1167.3906220532954,22.607353386021828,"{'critic1_loss': 24.909164428710938, 'critic2_loss': 24.71022605895996, 'actor_loss': 60.20758056640625}"
349,750,-1478.5197489634156,5.45370886645899,"{'critic1_loss': 58.20516586303711, 'critic2_loss': 53.36503219604492, 'actor_loss': 59.04680633544922}"
350,654,-1222.8848983310163,17.769178345531945,"{'critic1_loss': 25.064067840576172, 'critic2_loss': 27.27948570251465, 'actor_loss': 59.370174407958984}"
351,624,-797.1876431591809,-3.56513141109958,"{'critic1_loss': 21.166282653808594, 'critic2_loss': 18.695371627807617, 'actor_loss': 62.19976806640625}"
352,618,-1163.002463478595,0.6950129896806723,"{'critic1_loss': 27.769271850585938, 'critic2_loss': 26.780981063842773, 'actor_loss': 58.55290985107422}"
353,663,-1302.256296608597,5.34653481981797,"{'critic1_loss': 53.39869689941406, 'critic2_loss': 61.717830657958984, 'actor_loss': 59.48604965209961}"
354,593,-1049.8000267930329,11.376100029945231,"{'critic1_loss': 23.021602630615234, 'critic2_loss': 24.386356353759766, 'actor_loss': 60.313629150390625}"
355,753,-1398.3418587259948,13.487158060217435,"{'critic1_loss': 24.55982208251953, 'critic2_loss': 23.005151748657227, 'actor_loss': 59.72248840332031}"
356,613,-1153.0054990164936,18.057980484319586,"{'critic1_loss': 37.69968032836914, 'critic2_loss': 35.32197952270508, 'actor_loss': 56.168575286865234}"
357,715,-1376.3373976759613,20.895832732316162,"{'critic1_loss': 27.69631576538086, 'critic2_loss': 27.19141387939453, 'actor_loss': 60.135597229003906}"
358,598,-1198.8833589591086,5.694040311668073,"{'critic1_loss': 32.360107421875, 'critic2_loss': 31.877418518066406, 'actor_loss': 59.82355880737305}"
359,614,-1131.4559769779444,17.963596945654036,"{'critic1_loss': 42.0191535949707, 'critic2_loss': 42.114219665527344, 'actor_loss': 63.09732437133789}"
360,643,-1212.4434889517725,13.616577410749091,"{'critic1_loss': 57.02845764160156, 'critic2_loss': 58.67456817626953, 'actor_loss': 58.564735412597656}"
361,650,-1165.1944968365133,11.975488031487657,"{'critic1_loss': 16.642351150512695, 'critic2_loss': 22.457183837890625, 'actor_loss': 60.03538131713867}"
362,652,-1236.0465942062438,4.952498419954776,"{'critic1_loss': 34.240779876708984, 'critic2_loss': 31.943178176879883, 'actor_loss': 61.10209274291992}"
363,772,-1494.5452394373715,-0.4998594085132335,"{'critic1_loss': 37.3027458190918, 'critic2_loss': 36.49890899658203, 'actor_loss': 58.51891326904297}"
364,573,-614.1187385208905,-4.2927455418882765,"{'critic1_loss': 32.194820404052734, 'critic2_loss': 32.071746826171875, 'actor_loss': 62.40885925292969}"
365,633,-1180.143505834043,21.14465766293207,"{'critic1_loss': 30.948484420776367, 'critic2_loss': 30.429277420043945, 'actor_loss': 60.62263107299805}"
366,640,-1210.9600461125374,19.34406084540673,"{'critic1_loss': 16.856456756591797, 'critic2_loss': 19.450231552124023, 'actor_loss': 60.316062927246094}"
367,648,-1215.2713284306228,22.25169530445644,"{'critic1_loss': 29.7774658203125, 'critic2_loss': 31.30733871459961, 'actor_loss': 61.63561248779297}"
368,796,-1775.131454024464,0.4617865115726722,"{'critic1_loss': 46.78249740600586, 'critic2_loss': 45.27864074707031, 'actor_loss': 62.00113296508789}"
369,834,-1399.068621892482,-3.7432010807675185,"{'critic1_loss': 21.22547721862793, 'critic2_loss': 21.811647415161133, 'actor_loss': 63.06083679199219}"
370,707,-1361.2442462705076,6.4518376336375365,"{'critic1_loss': 16.066207885742188, 'critic2_loss': 15.105530738830566, 'actor_loss': 60.358306884765625}"
371,745,-1488.3412307724357,18.344077373433446,"{'critic1_loss': 30.27338409423828, 'critic2_loss': 32.54533386230469, 'actor_loss': 60.377601623535156}"
372,631,-1202.9373680613935,11.65298546917015,"{'critic1_loss': 59.001380920410156, 'critic2_loss': 56.604347229003906, 'actor_loss': 61.43323516845703}"
373,731,-1159.071162570268,9.312072416740431,"{'critic1_loss': 36.46532440185547, 'critic2_loss': 30.174909591674805, 'actor_loss': 61.32024002075195}"
374,757,-1535.7442651875317,-0.6824895548368148,"{'critic1_loss': 48.700462341308594, 'critic2_loss': 48.818790435791016, 'actor_loss': 61.65232467651367}"
375,663,-1213.7711265198886,14.087346026784202,"{'critic1_loss': 29.65642547607422, 'critic2_loss': 27.777080535888672, 'actor_loss': 61.733802795410156}"
376,628,-1156.7848161272705,10.879593685844025,"{'critic1_loss': 42.56487274169922, 'critic2_loss': 40.28614044189453, 'actor_loss': 62.976104736328125}"
377,789,-1493.5412288308144,9.936296454058846,"{'critic1_loss': 21.05405616760254, 'critic2_loss': 21.304180145263672, 'actor_loss': 62.35503387451172}"
378,687,-1342.3254647739232,5.082624823753867,"{'critic1_loss': 46.702728271484375, 'critic2_loss': 45.07548141479492, 'actor_loss': 63.251869201660156}"
379,796,-1626.5307990796864,-5.823947769660394,"{'critic1_loss': 76.92247772216797, 'critic2_loss': 80.2668685913086, 'actor_loss': 63.75371170043945}"
380,605,-1148.118693470955,20.971398541586357,"{'critic1_loss': 33.44051742553711, 'critic2_loss': 39.11205291748047, 'actor_loss': 60.67993927001953}"
381,713,-1365.061240170151,9.619132166614083,"{'critic1_loss': 28.108257293701172, 'critic2_loss': 29.787490844726562, 'actor_loss': 65.99110412597656}"
382,741,-1425.7015550024807,19.761147480726343,"{'critic1_loss': 18.10190200805664, 'critic2_loss': 17.082012176513672, 'actor_loss': 63.12392807006836}"
383,619,-1149.5441839806736,15.486130931436975,"{'critic1_loss': 12.461601257324219, 'critic2_loss': 14.133526802062988, 'actor_loss': 62.981624603271484}"
384,641,-1208.4565348513424,14.896812642103372,"{'critic1_loss': 18.830415725708008, 'critic2_loss': 18.22686004638672, 'actor_loss': 63.067176818847656}"
385,804,-1683.82928115502,6.00148684071864,"{'critic1_loss': 52.534828186035156, 'critic2_loss': 60.918182373046875, 'actor_loss': 63.77381134033203}"
386,603,-1102.3015456609428,23.417331046151887,"{'critic1_loss': 44.88706970214844, 'critic2_loss': 46.791473388671875, 'actor_loss': 61.91494369506836}"
387,734,-1454.6813919879496,1.382603257139525,"{'critic1_loss': 22.32112693786621, 'critic2_loss': 24.586301803588867, 'actor_loss': 64.39725494384766}"
388,613,-1110.1738961935043,17.48584868538365,"{'critic1_loss': 17.932308197021484, 'critic2_loss': 19.109493255615234, 'actor_loss': 65.0074462890625}"
389,700,-1279.3284061811864,18.725669967277515,"{'critic1_loss': 29.033878326416016, 'critic2_loss': 26.954204559326172, 'actor_loss': 62.11327362060547}"
390,624,-1208.0852573774755,21.909389963172956,"{'critic1_loss': 22.92755889892578, 'critic2_loss': 22.817956924438477, 'actor_loss': 63.08220672607422}"
391,558,-633.6809474974871,10.131703691652522,"{'critic1_loss': 38.60350036621094, 'critic2_loss': 37.31486511230469, 'actor_loss': 65.08350372314453}"
392,661,-1276.7845694310963,2.4595043805061247,"{'critic1_loss': 54.248905181884766, 'critic2_loss': 55.89330291748047, 'actor_loss': 64.33314514160156}"
393,694,-1357.8169572390616,14.063263165209488,"{'critic1_loss': 16.613935470581055, 'critic2_loss': 15.223267555236816, 'actor_loss': 63.460540771484375}"
394,598,-1067.6418460570276,18.227456001776808,"{'critic1_loss': 42.27646255493164, 'critic2_loss': 39.26683044433594, 'actor_loss': 64.0640640258789}"
395,617,-1129.4511375948787,22.817450396550164,"{'critic1_loss': 31.849651336669922, 'critic2_loss': 34.870601654052734, 'actor_loss': 62.590152740478516}"
396,687,-1272.5766248889267,4.423454522917496,"{'critic1_loss': 28.07217788696289, 'critic2_loss': 30.08680534362793, 'actor_loss': 64.23104095458984}"
397,684,-1312.1329562999308,8.081807998122695,"{'critic1_loss': 14.820989608764648, 'critic2_loss': 11.871308326721191, 'actor_loss': 62.56172180175781}"
398,729,-1472.3295261599123,2.07194683458198,"{'critic1_loss': 22.658065795898438, 'critic2_loss': 19.83379554748535, 'actor_loss': 64.75214385986328}"
399,655,-1304.4582775570452,13.752297929781173,"{'critic1_loss': 63.4288444519043, 'critic2_loss': 65.81465911865234, 'actor_loss': 64.3028564453125}"
400,649,-1288.5089703164995,17.32719381630132,"{'critic1_loss': 53.99808883666992, 'critic2_loss': 53.26881408691406, 'actor_loss': 63.89969253540039}"
401,748,-1355.022990141064,11.065978442542278,"{'critic1_loss': 19.657062530517578, 'critic2_loss': 16.46761703491211, 'actor_loss': 64.26766204833984}"
402,644,-1237.6554772742093,-2.03376402240818,"{'critic1_loss': 31.12264633178711, 'critic2_loss': 32.54005432128906, 'actor_loss': 64.10096740722656}"
403,610,-1172.4479214586318,17.348328238093004,"{'critic1_loss': 23.081327438354492, 'critic2_loss': 25.27174186706543, 'actor_loss': 62.720787048339844}"
404,604,-1127.1784311197698,17.493623573140077,"{'critic1_loss': 34.27486038208008, 'critic2_loss': 31.785417556762695, 'actor_loss': 63.813968658447266}"
405,701,-1312.5550961643457,23.19929743876917,"{'critic1_loss': 26.351669311523438, 'critic2_loss': 23.26396942138672, 'actor_loss': 66.46426391601562}"
406,714,-1327.7484322823584,15.01530315174053,"{'critic1_loss': 63.8515510559082, 'critic2_loss': 59.38142776489258, 'actor_loss': 66.29784393310547}"
407,623,-1150.0676554366946,21.72209957563101,"{'critic1_loss': 41.140323638916016, 'critic2_loss': 38.6440315246582, 'actor_loss': 64.14293670654297}"
408,709,-1323.8120651133358,6.5275067976026655,"{'critic1_loss': 43.1683349609375, 'critic2_loss': 41.336273193359375, 'actor_loss': 63.06870651245117}"
409,750,-1509.311220202595,-6.084585407033368,"{'critic1_loss': 13.427227973937988, 'critic2_loss': 13.196698188781738, 'actor_loss': 64.98907470703125}"
410,659,-1297.8921866081655,16.585226213184008,"{'critic1_loss': 44.62152862548828, 'critic2_loss': 42.408782958984375, 'actor_loss': 65.81883239746094}"
411,672,-1264.2260117270052,5.968400183396489,"{'critic1_loss': 26.177799224853516, 'critic2_loss': 27.06207275390625, 'actor_loss': 65.52482604980469}"
412,693,-1294.9653846509755,8.544775422039693,"{'critic1_loss': 29.499954223632812, 'critic2_loss': 27.61163902282715, 'actor_loss': 64.03091430664062}"
413,574,-706.0365626849234,-2.2074590617674796,"{'critic1_loss': 30.112485885620117, 'critic2_loss': 29.897884368896484, 'actor_loss': 64.34602355957031}"
414,657,-1286.338059131056,7.011027596745946,"{'critic1_loss': 39.60580062866211, 'critic2_loss': 35.09292984008789, 'actor_loss': 62.49303436279297}"
415,737,-1484.2750906012952,12.455658736276876,"{'critic1_loss': 50.882057189941406, 'critic2_loss': 49.178070068359375, 'actor_loss': 66.60127258300781}"
416,633,-1246.9005001969635,22.281117628731206,"{'critic1_loss': 17.474702835083008, 'critic2_loss': 19.322341918945312, 'actor_loss': 63.49375915527344}"
417,592,-814.3012227863073,-6.643738878142989,"{'critic1_loss': 55.087059020996094, 'critic2_loss': 53.76783752441406, 'actor_loss': 63.42829513549805}"
418,620,-1188.4222453273833,11.598254960506875,"{'critic1_loss': 39.969383239746094, 'critic2_loss': 35.73518371582031, 'actor_loss': 66.36178588867188}"
419,586,-664.5259710662067,18.42205499824623,"{'critic1_loss': 38.69725036621094, 'critic2_loss': 36.49238204956055, 'actor_loss': 63.809295654296875}"
420,651,-1310.4328738190234,14.233995502281726,"{'critic1_loss': 57.761348724365234, 'critic2_loss': 58.71574401855469, 'actor_loss': 64.75978088378906}"
421,665,-1246.4207198508084,11.172003343623002,"{'critic1_loss': 43.17317199707031, 'critic2_loss': 44.9504280090332, 'actor_loss': 60.81097412109375}"
422,762,-1374.0098978951573,21.167388696183306,"{'critic1_loss': 39.125057220458984, 'critic2_loss': 37.684425354003906, 'actor_loss': 62.941162109375}"
423,940,-1755.6363051719964,-5.188408423581674,"{'critic1_loss': 20.45777702331543, 'critic2_loss': 21.885517120361328, 'actor_loss': 62.692787170410156}"
424,649,-1173.642427880317,13.516565000366837,"{'critic1_loss': 68.83431243896484, 'critic2_loss': 64.93595886230469, 'actor_loss': 66.1642074584961}"
425,638,-1243.3900573551655,22.223492856290058,"{'critic1_loss': 28.908203125, 'critic2_loss': 28.072994232177734, 'actor_loss': 61.87529754638672}"
426,652,-1224.9943641126156,20.481172195154628,"{'critic1_loss': 26.051219940185547, 'critic2_loss': 25.371257781982422, 'actor_loss': 61.45500183105469}"
427,789,-1506.7063574306667,6.228489282801045,"{'critic1_loss': 31.63641357421875, 'critic2_loss': 31.140424728393555, 'actor_loss': 59.72710418701172}"
428,643,-1232.0535204708576,15.412866901638145,"{'critic1_loss': 48.097557067871094, 'critic2_loss': 45.78578567504883, 'actor_loss': 61.67030715942383}"
429,601,-675.3013047352433,-2.9239912666222816,"{'critic1_loss': 30.74835968017578, 'critic2_loss': 29.72283363342285, 'actor_loss': 58.53982925415039}"
430,633,-890.3452309705317,2.4255381927402935,"{'critic1_loss': 25.02719497680664, 'critic2_loss': 24.96453094482422, 'actor_loss': 61.07615280151367}"
431,609,-1100.5354664213955,-4.844758154213994,"{'critic1_loss': 25.467754364013672, 'critic2_loss': 23.482206344604492, 'actor_loss': 59.76100158691406}"
432,641,-1227.5309259183705,7.171951387586288,"{'critic1_loss': 38.70068359375, 'critic2_loss': 37.042484283447266, 'actor_loss': 60.4124755859375}"
433,560,-1019.1270333193243,9.262741554248299,"{'critic1_loss': 17.090801239013672, 'critic2_loss': 14.751646041870117, 'actor_loss': 60.208805084228516}"
434,653,-1237.352186564356,10.592882773484263,"{'critic1_loss': 30.829383850097656, 'critic2_loss': 25.58865737915039, 'actor_loss': 58.36840057373047}"
435,767,-1656.854599956423,5.834467311927385,"{'critic1_loss': 41.78801727294922, 'critic2_loss': 39.89917755126953, 'actor_loss': 56.82414627075195}"
436,560,-684.9698767028749,10.131106031817735,"{'critic1_loss': 27.2662410736084, 'critic2_loss': 28.234771728515625, 'actor_loss': 57.09208679199219}"
437,585,-1114.9216793961823,8.635809585026053,"{'critic1_loss': 24.783533096313477, 'critic2_loss': 23.800474166870117, 'actor_loss': 60.13005065917969}"
438,657,-1317.7514139525592,12.873261835958655,"{'critic1_loss': 60.36067581176758, 'critic2_loss': 58.50133514404297, 'actor_loss': 57.11962127685547}"
439,687,-1299.5707215704024,0.40005400339931657,"{'critic1_loss': 17.673599243164062, 'critic2_loss': 19.609535217285156, 'actor_loss': 54.60661697387695}"
440,610,-1154.5116557963192,12.47625019234139,"{'critic1_loss': 31.161285400390625, 'critic2_loss': 30.33505630493164, 'actor_loss': 57.146461486816406}"
441,662,-1302.070410106331,5.6100384479983605,"{'critic1_loss': 38.08220291137695, 'critic2_loss': 37.417266845703125, 'actor_loss': 54.60292434692383}"
442,656,-1292.910821735859,17.830249390922134,"{'critic1_loss': 57.0887451171875, 'critic2_loss': 55.21535873413086, 'actor_loss': 59.15740203857422}"
443,615,-1151.0264860652387,19.49272631578568,"{'critic1_loss': 40.5230598449707, 'critic2_loss': 42.021583557128906, 'actor_loss': 58.17460632324219}"
