Episode,Step,Reward,Discounted,Losses
444,717,-1333.5074347034097,20.419807362595918,"{'critic1_loss': 35.430755615234375, 'critic2_loss': 34.58638000488281, 'actor_loss': 57.834381103515625}"
445,688,-1335.605175305158,6.356931346735384,"{'critic1_loss': 26.4105167388916, 'critic2_loss': 27.840198516845703, 'actor_loss': 53.775360107421875}"
446,627,-1158.0257036462426,22.517348134678972,"{'critic1_loss': 27.927654266357422, 'critic2_loss': 30.674863815307617, 'actor_loss': 54.95292282104492}"
447,636,-1201.1956171877682,12.86221505799379,"{'critic1_loss': 25.14569664001465, 'critic2_loss': 26.229354858398438, 'actor_loss': 54.820098876953125}"
448,805,-1712.4172310568392,3.112177877474617,"{'critic1_loss': 27.881093978881836, 'critic2_loss': 26.415422439575195, 'actor_loss': 51.53744125366211}"
449,653,-1268.0066555589437,23.79185830842715,"{'critic1_loss': 22.306846618652344, 'critic2_loss': 24.758502960205078, 'actor_loss': 56.836097717285156}"
450,824,-1413.7977425195277,5.20377237592417,"{'critic1_loss': 23.099884033203125, 'critic2_loss': 25.73030662536621, 'actor_loss': 51.673095703125}"
451,778,-1580.995935190469,-0.7048840340204627,"{'critic1_loss': 58.16958236694336, 'critic2_loss': 57.857398986816406, 'actor_loss': 52.72540283203125}"
452,635,-1185.4794501699507,16.5604306234597,"{'critic1_loss': 27.057233810424805, 'critic2_loss': 23.927383422851562, 'actor_loss': 55.29597854614258}"
453,780,-1571.6431937702,7.045031933263683,"{'critic1_loss': 67.43632507324219, 'critic2_loss': 64.46732330322266, 'actor_loss': 52.964927673339844}"
454,733,-1454.7691363319755,14.828289715245514,"{'critic1_loss': 36.63528060913086, 'critic2_loss': 39.60962677001953, 'actor_loss': 57.204227447509766}"
455,764,-1512.823865737766,8.350371679611321,"{'critic1_loss': 27.08587646484375, 'critic2_loss': 23.43792724609375, 'actor_loss': 54.25092315673828}"
456,705,-1357.5428393669426,7.179412584706383,"{'critic1_loss': 32.516845703125, 'critic2_loss': 34.3443603515625, 'actor_loss': 52.002349853515625}"
457,761,-1666.5421710796654,1.6527323197266146,"{'critic1_loss': 20.693578720092773, 'critic2_loss': 18.903087615966797, 'actor_loss': 53.84977722167969}"
458,768,-1556.165664602071,13.133992741751808,"{'critic1_loss': 27.798683166503906, 'critic2_loss': 26.7342529296875, 'actor_loss': 52.140472412109375}"
459,779,-1689.2283029593527,2.945843219419757,"{'critic1_loss': 44.65955352783203, 'critic2_loss': 43.55228042602539, 'actor_loss': 52.21760177612305}"
460,633,-1100.0701084174216,-14.145021996558418,"{'critic1_loss': 23.75200080871582, 'critic2_loss': 24.083200454711914, 'actor_loss': 50.800010681152344}"
461,624,-857.0794771276414,1.360713802007851,"{'critic1_loss': 43.72651672363281, 'critic2_loss': 43.42727279663086, 'actor_loss': 50.280696868896484}"
462,648,-1253.7273854576051,20.373952597475434,"{'critic1_loss': 31.797245025634766, 'critic2_loss': 31.153242111206055, 'actor_loss': 52.63276672363281}"
463,711,-1416.4653472341597,-0.2732225257476088,"{'critic1_loss': 18.901958465576172, 'critic2_loss': 16.3897762298584, 'actor_loss': 53.42845153808594}"
464,658,-1215.2873653657734,3.971087336414983,"{'critic1_loss': 35.83622360229492, 'critic2_loss': 36.534759521484375, 'actor_loss': 50.11237335205078}"
465,650,-1240.6713988892734,19.8893666141624,"{'critic1_loss': 17.893993377685547, 'critic2_loss': 18.83330726623535, 'actor_loss': 52.701805114746094}"
466,744,-1427.3841224126518,16.37803939719571,"{'critic1_loss': 35.808921813964844, 'critic2_loss': 32.597957611083984, 'actor_loss': 48.8602409362793}"
467,606,-1128.2971037738025,13.917144309336537,"{'critic1_loss': 28.39392852783203, 'critic2_loss': 23.425048828125, 'actor_loss': 50.73670959472656}"
468,618,-1159.4302421100438,15.58225876526536,"{'critic1_loss': 47.22361373901367, 'critic2_loss': 38.14631271362305, 'actor_loss': 51.21060562133789}"
469,729,-1426.8874609097838,13.912982674948058,"{'critic1_loss': 37.72517395019531, 'critic2_loss': 39.988525390625, 'actor_loss': 48.01677703857422}"
470,625,-1227.9348683319986,15.492083849260206,"{'critic1_loss': 30.706647872924805, 'critic2_loss': 28.22565460205078, 'actor_loss': 51.14720916748047}"
471,547,-633.2240842096508,16.65769225033391,"{'critic1_loss': 22.33431625366211, 'critic2_loss': 24.342323303222656, 'actor_loss': 52.78092575073242}"
472,700,-1414.6864069812,-1.6574062546098622,"{'critic1_loss': 39.22865295410156, 'critic2_loss': 34.255409240722656, 'actor_loss': 52.50193786621094}"
473,649,-1217.356882404536,14.75713567507092,"{'critic1_loss': 35.91617202758789, 'critic2_loss': 33.4207878112793, 'actor_loss': 49.74154281616211}"
474,651,-1222.1029354222119,17.68661435348322,"{'critic1_loss': 18.020185470581055, 'critic2_loss': 17.306591033935547, 'actor_loss': 52.454078674316406}"
475,622,-1178.579565282911,17.736478026266198,"{'critic1_loss': 21.03579330444336, 'critic2_loss': 22.868820190429688, 'actor_loss': 49.16701889038086}"
476,589,-713.3439397327602,-2.6693380657613637,"{'critic1_loss': 17.34540557861328, 'critic2_loss': 15.654317855834961, 'actor_loss': 52.30022430419922}"
477,681,-1271.6780627854168,8.272687102483419,"{'critic1_loss': 36.87010955810547, 'critic2_loss': 41.62144470214844, 'actor_loss': 51.129310607910156}"
478,766,-1554.5417672879994,14.03374627209253,"{'critic1_loss': 23.15638542175293, 'critic2_loss': 21.946897506713867, 'actor_loss': 51.73383331298828}"
479,677,-1263.804658088833,4.5374918159946205,"{'critic1_loss': 30.235767364501953, 'critic2_loss': 29.2332763671875, 'actor_loss': 48.91380310058594}"
480,682,-1326.2491136342287,21.351060508705537,"{'critic1_loss': 36.90396499633789, 'critic2_loss': 34.903011322021484, 'actor_loss': 50.25395202636719}"
481,627,-1180.8043400384486,10.715861587782667,"{'critic1_loss': 40.461456298828125, 'critic2_loss': 38.218017578125, 'actor_loss': 45.95745849609375}"
482,642,-1212.7636367604136,20.944063739955123,"{'critic1_loss': 30.478458404541016, 'critic2_loss': 30.667709350585938, 'actor_loss': 47.70112991333008}"
483,645,-1203.844339530915,14.344292067444806,"{'critic1_loss': 45.20405578613281, 'critic2_loss': 43.698638916015625, 'actor_loss': 49.58345031738281}"
484,619,-1209.7351722083986,21.54215899355544,"{'critic1_loss': 16.959564208984375, 'critic2_loss': 17.354042053222656, 'actor_loss': 51.7432746887207}"
485,709,-1370.8245152421296,18.330950301570937,"{'critic1_loss': 30.69633674621582, 'critic2_loss': 31.020965576171875, 'actor_loss': 49.65437316894531}"
486,656,-1314.420236159116,20.520837828864963,"{'critic1_loss': 18.429443359375, 'critic2_loss': 17.007776260375977, 'actor_loss': 49.98158264160156}"
487,694,-1356.4431560374796,14.87015122371972,"{'critic1_loss': 23.75772476196289, 'critic2_loss': 21.205577850341797, 'actor_loss': 49.84687042236328}"
488,756,-1545.2074924968183,4.211224199695018,"{'critic1_loss': 22.404510498046875, 'critic2_loss': 26.43146514892578, 'actor_loss': 49.697021484375}"
489,684,-1333.9543735273182,0.3851939249283304,"{'critic1_loss': 23.819189071655273, 'critic2_loss': 25.08626937866211, 'actor_loss': 50.59562683105469}"
490,776,-1522.1724054254591,7.875301501531399,"{'critic1_loss': 23.26919937133789, 'critic2_loss': 19.042049407958984, 'actor_loss': 49.41929626464844}"
491,632,-1175.087412301451,10.096171406657376,"{'critic1_loss': 34.97452926635742, 'critic2_loss': 34.30668640136719, 'actor_loss': 50.83203125}"
492,595,-797.588383089751,-2.2940772291903024,"{'critic1_loss': 41.98377227783203, 'critic2_loss': 41.46311950683594, 'actor_loss': 50.32715606689453}"
493,626,-1165.578582700342,11.910448760223025,"{'critic1_loss': 30.772010803222656, 'critic2_loss': 31.187837600708008, 'actor_loss': 48.72572326660156}"
494,589,-753.5658563487232,7.309454739559528,"{'critic1_loss': 27.8007869720459, 'critic2_loss': 25.612138748168945, 'actor_loss': 53.07177734375}"
495,669,-1228.0877443887293,14.4881446660719,"{'critic1_loss': 23.48082160949707, 'critic2_loss': 22.06004524230957, 'actor_loss': 51.757816314697266}"
496,672,-1279.6924158968031,13.159236533397534,"{'critic1_loss': 26.15899658203125, 'critic2_loss': 27.75469970703125, 'actor_loss': 47.0915412902832}"
497,655,-1281.3833436518908,17.887053680813956,"{'critic1_loss': 27.273277282714844, 'critic2_loss': 24.06739044189453, 'actor_loss': 50.97651290893555}"
498,651,-777.320419754833,12.768741624226914,"{'critic1_loss': 41.03297424316406, 'critic2_loss': 38.33960723876953, 'actor_loss': 48.552734375}"
499,639,-1206.6749495789409,21.142139856975284,"{'critic1_loss': 57.66158676147461, 'critic2_loss': 56.26653289794922, 'actor_loss': 47.030582427978516}"
500,635,-1105.0388985313475,12.92012136538425,"{'critic1_loss': 39.39908981323242, 'critic2_loss': 37.94544219970703, 'actor_loss': 47.81520080566406}"
501,623,-1195.963381756097,13.685145285192835,"{'critic1_loss': 47.86176300048828, 'critic2_loss': 53.43735885620117, 'actor_loss': 46.170921325683594}"
502,687,-1267.0983987934887,10.233102945323084,"{'critic1_loss': 32.52430725097656, 'critic2_loss': 28.067407608032227, 'actor_loss': 49.546329498291016}"
503,611,-810.2782503478229,7.383298836527502,"{'critic1_loss': 20.20860481262207, 'critic2_loss': 19.12618637084961, 'actor_loss': 48.1823616027832}"
504,781,-1640.1204501278698,-0.5297548242876248,"{'critic1_loss': 25.861961364746094, 'critic2_loss': 21.394243240356445, 'actor_loss': 47.30851364135742}"
505,577,-697.4285098873079,8.196693379320886,"{'critic1_loss': 34.72956848144531, 'critic2_loss': 33.37346649169922, 'actor_loss': 48.95782470703125}"
506,713,-1359.1747757084668,5.473709877918036,"{'critic1_loss': 25.534042358398438, 'critic2_loss': 25.24736976623535, 'actor_loss': 49.62651824951172}"
507,565,-624.4935693182051,14.335656317741988,"{'critic1_loss': 43.57229995727539, 'critic2_loss': 44.43718338012695, 'actor_loss': 49.421058654785156}"
508,684,-1322.5628133304417,9.966406147386806,"{'critic1_loss': 25.754884719848633, 'critic2_loss': 24.637081146240234, 'actor_loss': 46.19721221923828}"
509,651,-1164.6280362270772,18.883721273187362,"{'critic1_loss': 18.778871536254883, 'critic2_loss': 22.605192184448242, 'actor_loss': 49.16349792480469}"
510,633,-1172.4463904201984,21.401228728864698,"{'critic1_loss': 23.820716857910156, 'critic2_loss': 27.18423843383789, 'actor_loss': 49.57940673828125}"
511,752,-1507.4055608175695,20.654745412913392,"{'critic1_loss': 28.937374114990234, 'critic2_loss': 29.599594116210938, 'actor_loss': 49.22393798828125}"
512,702,-1385.244170743972,8.904231385114961,"{'critic1_loss': 42.80670928955078, 'critic2_loss': 42.303287506103516, 'actor_loss': 49.3392333984375}"
513,658,-1229.9550988338888,14.57890164742129,"{'critic1_loss': 37.39195251464844, 'critic2_loss': 36.48564147949219, 'actor_loss': 46.85520935058594}"
514,710,-1401.3181391097605,-1.2496780683406528,"{'critic1_loss': 25.77102279663086, 'critic2_loss': 23.792940139770508, 'actor_loss': 48.468719482421875}"
515,683,-1329.2150308825076,10.579478993539153,"{'critic1_loss': 22.010828018188477, 'critic2_loss': 21.831512451171875, 'actor_loss': 49.02324295043945}"
516,656,-1246.4350897409022,13.606008830730811,"{'critic1_loss': 24.37510108947754, 'critic2_loss': 24.67664337158203, 'actor_loss': 47.992462158203125}"
517,715,-1394.4228986762464,7.365594737315032,"{'critic1_loss': 27.00602149963379, 'critic2_loss': 21.737987518310547, 'actor_loss': 51.738868713378906}"
518,624,-865.4488689042628,4.320529873809749,"{'critic1_loss': 22.247329711914062, 'critic2_loss': 16.80417251586914, 'actor_loss': 49.95448303222656}"
519,691,-1376.3624265678227,7.457701145220448,"{'critic1_loss': 26.235363006591797, 'critic2_loss': 24.56438446044922, 'actor_loss': 47.893394470214844}"
520,657,-1312.4009825401008,12.849817476093506,"{'critic1_loss': 45.17140197753906, 'critic2_loss': 42.44294738769531, 'actor_loss': 44.94749450683594}"
521,642,-1242.131786648184,18.96890207596252,"{'critic1_loss': 14.37480354309082, 'critic2_loss': 13.655776977539062, 'actor_loss': 49.36020278930664}"
522,786,-1632.7481323964894,11.241741914850616,"{'critic1_loss': 31.02018165588379, 'critic2_loss': 30.30649185180664, 'actor_loss': 47.3360710144043}"
523,695,-1279.1247992254794,13.774924920019057,"{'critic1_loss': 32.15495681762695, 'critic2_loss': 32.883872985839844, 'actor_loss': 45.72651290893555}"
524,677,-1254.1465875692666,7.053049581715239,"{'critic1_loss': 31.91288948059082, 'critic2_loss': 34.21196746826172, 'actor_loss': 45.81455612182617}"
525,641,-1252.9825893603265,11.07503610268038,"{'critic1_loss': 54.82295227050781, 'critic2_loss': 55.1882438659668, 'actor_loss': 48.82301330566406}"
526,593,-1086.8553231172264,12.36832057669389,"{'critic1_loss': 39.69292449951172, 'critic2_loss': 40.58914566040039, 'actor_loss': 46.14640808105469}"
527,652,-1264.4924536980689,14.764772879390323,"{'critic1_loss': 29.48940658569336, 'critic2_loss': 26.9265079498291, 'actor_loss': 45.658363342285156}"
528,701,-1274.5311157926917,21.822052811830524,"{'critic1_loss': 20.87720489501953, 'critic2_loss': 21.35045623779297, 'actor_loss': 49.516883850097656}"
529,572,-608.6602822206914,20.437787441775516,"{'critic1_loss': 33.29037857055664, 'critic2_loss': 31.81773567199707, 'actor_loss': 47.00640106201172}"
530,629,-1236.0345307327807,1.8814442057518663,"{'critic1_loss': 48.80216979980469, 'critic2_loss': 49.231143951416016, 'actor_loss': 46.3548583984375}"
531,597,-1111.414260391146,4.0260909011089066,"{'critic1_loss': 21.66830825805664, 'critic2_loss': 23.681427001953125, 'actor_loss': 46.411415100097656}"
532,717,-1427.2496612034738,19.278413443882812,"{'critic1_loss': 50.82179641723633, 'critic2_loss': 49.28101348876953, 'actor_loss': 47.79743576049805}"
533,627,-1208.5477019064128,13.96397236146666,"{'critic1_loss': 25.535627365112305, 'critic2_loss': 24.734920501708984, 'actor_loss': 47.769813537597656}"
534,607,-1093.1863811202347,-1.7017875919152792,"{'critic1_loss': 22.157867431640625, 'critic2_loss': 19.682201385498047, 'actor_loss': 46.572540283203125}"
535,707,-1376.2088917307556,18.489341022505773,"{'critic1_loss': 34.8220100402832, 'critic2_loss': 33.813865661621094, 'actor_loss': 47.939788818359375}"
536,732,-1418.0886279903352,8.514497084711781,"{'critic1_loss': 23.624237060546875, 'critic2_loss': 22.886436462402344, 'actor_loss': 47.219215393066406}"
537,670,-1220.0296703316271,5.593073731552649,"{'critic1_loss': 29.163063049316406, 'critic2_loss': 28.172792434692383, 'actor_loss': 45.73701477050781}"
538,781,-1499.5970655791461,11.091856671220212,"{'critic1_loss': 36.2777099609375, 'critic2_loss': 36.83089065551758, 'actor_loss': 48.123802185058594}"
539,621,-1151.4517594464123,-1.7806860411135832,"{'critic1_loss': 29.183040618896484, 'critic2_loss': 29.345340728759766, 'actor_loss': 47.77764129638672}"
540,780,-1607.4834328331053,6.750168926976419,"{'critic1_loss': 41.369144439697266, 'critic2_loss': 45.032989501953125, 'actor_loss': 46.26048278808594}"
541,622,-1132.4104950912297,17.059739942368644,"{'critic1_loss': 29.67926788330078, 'critic2_loss': 32.12338638305664, 'actor_loss': 46.44554138183594}"
542,742,-1387.1098002940416,15.292015146468032,"{'critic1_loss': 33.44856262207031, 'critic2_loss': 36.46050262451172, 'actor_loss': 44.174842834472656}"
543,707,-1339.7882970906794,22.252182109075594,"{'critic1_loss': 18.585163116455078, 'critic2_loss': 16.667011260986328, 'actor_loss': 45.15460968017578}"
544,651,-1217.5858463905752,12.75044732073362,"{'critic1_loss': 38.55218505859375, 'critic2_loss': 37.28338623046875, 'actor_loss': 47.053810119628906}"
545,753,-1461.6581504307687,18.817718489509883,"{'critic1_loss': 21.129249572753906, 'critic2_loss': 22.917205810546875, 'actor_loss': 45.96175003051758}"
546,705,-1424.7809590883553,7.20254625851778,"{'critic1_loss': 12.781526565551758, 'critic2_loss': 14.148855209350586, 'actor_loss': 45.255062103271484}"
547,634,-1187.6559151373804,22.05726326976236,"{'critic1_loss': 23.468669891357422, 'critic2_loss': 24.80752944946289, 'actor_loss': 48.021156311035156}"
548,775,-1511.573674570769,14.604198294070375,"{'critic1_loss': 31.72512435913086, 'critic2_loss': 30.965576171875, 'actor_loss': 47.09787368774414}"
549,633,-1181.2945179007947,16.405536750251652,"{'critic1_loss': 27.43804168701172, 'critic2_loss': 26.88699722290039, 'actor_loss': 44.895896911621094}"
550,621,-1163.7083199210465,-0.5161209359770063,"{'critic1_loss': 30.86157989501953, 'critic2_loss': 23.186115264892578, 'actor_loss': 44.99340057373047}"
551,722,-1402.950612589717,21.220489315557824,"{'critic1_loss': 20.88838005065918, 'critic2_loss': 19.138916015625, 'actor_loss': 46.6009521484375}"
552,692,-1316.4440547935665,14.960810818911137,"{'critic1_loss': 38.37867736816406, 'critic2_loss': 42.84814453125, 'actor_loss': 47.46349334716797}"
553,658,-1210.4488309659064,19.347646075460887,"{'critic1_loss': 32.81830596923828, 'critic2_loss': 31.32526397705078, 'actor_loss': 45.229740142822266}"
554,743,-1399.8123962059617,20.33271835912064,"{'critic1_loss': 25.296165466308594, 'critic2_loss': 27.522998809814453, 'actor_loss': 44.948402404785156}"
555,603,-1097.275904405862,18.49004396082899,"{'critic1_loss': 21.385164260864258, 'critic2_loss': 18.091167449951172, 'actor_loss': 46.010093688964844}"
556,825,-1407.362219709903,0.09647964748463748,"{'critic1_loss': 18.137489318847656, 'critic2_loss': 16.484272003173828, 'actor_loss': 45.91396713256836}"
557,625,-1136.9034042395651,17.689461794232095,"{'critic1_loss': 26.7296085357666, 'critic2_loss': 29.059062957763672, 'actor_loss': 48.49080276489258}"
558,565,-611.0228296630085,-7.128632075120105,"{'critic1_loss': 27.37474250793457, 'critic2_loss': 27.021841049194336, 'actor_loss': 45.03606414794922}"
559,697,-1353.2678753472865,-0.7126519352970666,"{'critic1_loss': 27.11349868774414, 'critic2_loss': 29.89822006225586, 'actor_loss': 45.65060043334961}"
560,776,-1592.8640713728964,6.60085433799041,"{'critic1_loss': 42.44332504272461, 'critic2_loss': 41.34916687011719, 'actor_loss': 45.45469665527344}"
561,697,-1361.2335637547076,-2.9331734531762543,"{'critic1_loss': 29.279512405395508, 'critic2_loss': 31.16213035583496, 'actor_loss': 46.7077751159668}"
562,625,-1215.5631713159382,0.17949762641815786,"{'critic1_loss': 17.350263595581055, 'critic2_loss': 17.445255279541016, 'actor_loss': 45.15242004394531}"
563,572,-685.671181704849,2.5480921464721225,"{'critic1_loss': 25.476177215576172, 'critic2_loss': 27.588119506835938, 'actor_loss': 43.75663757324219}"
564,698,-1374.9125535227358,2.806806682887182,"{'critic1_loss': 23.47435760498047, 'critic2_loss': 24.16982650756836, 'actor_loss': 49.12718200683594}"
565,630,-1187.5808466561139,14.246634127795819,"{'critic1_loss': 24.917987823486328, 'critic2_loss': 22.658885955810547, 'actor_loss': 46.46677780151367}"
566,637,-1153.9858075864613,20.70126898879952,"{'critic1_loss': 31.93810272216797, 'critic2_loss': 30.516399383544922, 'actor_loss': 44.41012954711914}"
567,688,-1398.2251991666853,6.392712074222949,"{'critic1_loss': 33.247711181640625, 'critic2_loss': 35.568939208984375, 'actor_loss': 47.298606872558594}"
568,625,-1174.0440053083003,14.904616963208586,"{'critic1_loss': 28.878257751464844, 'critic2_loss': 25.680633544921875, 'actor_loss': 46.577857971191406}"
569,790,-1554.7396619357169,6.862572900755389,"{'critic1_loss': 22.275859832763672, 'critic2_loss': 23.243709564208984, 'actor_loss': 45.90727996826172}"
570,734,-1423.2997500039637,-1.136950458492948,"{'critic1_loss': 29.19064712524414, 'critic2_loss': 29.80156707763672, 'actor_loss': 44.690673828125}"
571,672,-1216.3338612653315,10.07911894188459,"{'critic1_loss': 17.800983428955078, 'critic2_loss': 18.645793914794922, 'actor_loss': 48.08348083496094}"
572,740,-1306.274457205087,19.63265551826372,"{'critic1_loss': 28.129718780517578, 'critic2_loss': 25.554584503173828, 'actor_loss': 46.98189163208008}"
573,627,-1182.791447993368,13.909751463658472,"{'critic1_loss': 20.408357620239258, 'critic2_loss': 20.01380729675293, 'actor_loss': 48.539520263671875}"
574,692,-1271.4552136547863,9.18878387445922,"{'critic1_loss': 23.522024154663086, 'critic2_loss': 23.37993049621582, 'actor_loss': 46.43052673339844}"
575,598,-1105.6345320381224,14.313833659471717,"{'critic1_loss': 18.893844604492188, 'critic2_loss': 19.23459243774414, 'actor_loss': 48.404720306396484}"
576,632,-1146.7372220121324,16.53202302875452,"{'critic1_loss': 24.418289184570312, 'critic2_loss': 25.114032745361328, 'actor_loss': 46.000335693359375}"
577,621,-1187.4996566660702,17.09237981560863,"{'critic1_loss': 26.481359481811523, 'critic2_loss': 30.970008850097656, 'actor_loss': 50.13175582885742}"
578,636,-1203.58474348858,19.09052466088786,"{'critic1_loss': 28.255382537841797, 'critic2_loss': 26.921642303466797, 'actor_loss': 44.664024353027344}"
579,806,-1319.379413727671,8.126878836260921,"{'critic1_loss': 40.713951110839844, 'critic2_loss': 38.09664535522461, 'actor_loss': 48.075801849365234}"
580,672,-1299.7658411301672,14.976908641658191,"{'critic1_loss': 30.967330932617188, 'critic2_loss': 30.986011505126953, 'actor_loss': 46.09486389160156}"
581,791,-1584.2261475361884,6.880657582410641,"{'critic1_loss': 42.75260543823242, 'critic2_loss': 39.91059112548828, 'actor_loss': 47.990535736083984}"
582,733,-1488.1693421900272,17.420989151604363,"{'critic1_loss': 22.47640609741211, 'critic2_loss': 24.46973419189453, 'actor_loss': 47.603240966796875}"
583,601,-1033.0446974821389,22.058929169758347,"{'critic1_loss': 28.595989227294922, 'critic2_loss': 26.170764923095703, 'actor_loss': 48.57811737060547}"
584,585,-1126.7754617072642,2.687253938413378,"{'critic1_loss': 27.24891471862793, 'critic2_loss': 29.726837158203125, 'actor_loss': 47.74281311035156}"
585,632,-1197.0400120951235,18.77971383837058,"{'critic1_loss': 69.00841522216797, 'critic2_loss': 73.98003387451172, 'actor_loss': 49.84575653076172}"
586,754,-1551.1761242486537,-5.038129839785168,"{'critic1_loss': 23.796722412109375, 'critic2_loss': 24.05529022216797, 'actor_loss': 49.15705490112305}"
587,682,-1419.2185552567244,14.103666513295318,"{'critic1_loss': 59.810489654541016, 'critic2_loss': 53.52459716796875, 'actor_loss': 50.40572738647461}"
588,656,-1292.5993400514126,18.72901778547538,"{'critic1_loss': 54.54552459716797, 'critic2_loss': 53.27477264404297, 'actor_loss': 46.29389190673828}"
589,617,-1198.892550881952,7.838509690361561,"{'critic1_loss': 65.91513061523438, 'critic2_loss': 60.125099182128906, 'actor_loss': 48.98413848876953}"
590,597,-1041.639448504895,18.806926930819966,"{'critic1_loss': 24.29686737060547, 'critic2_loss': 23.951602935791016, 'actor_loss': 48.50762176513672}"
591,603,-1155.9379305653274,20.115846501664606,"{'critic1_loss': 25.644697189331055, 'critic2_loss': 22.589813232421875, 'actor_loss': 51.476890563964844}"
592,749,-1424.5949290432036,-1.8658362136453812,"{'critic1_loss': 29.49361801147461, 'critic2_loss': 28.44448471069336, 'actor_loss': 50.555572509765625}"
593,608,-1138.2678398527205,12.431040887196307,"{'critic1_loss': 39.58537292480469, 'critic2_loss': 33.50526428222656, 'actor_loss': 45.6433219909668}"
594,707,-1480.1368001885712,1.0923296101888402,"{'critic1_loss': 39.309715270996094, 'critic2_loss': 39.03032684326172, 'actor_loss': 54.37848663330078}"
595,803,-1551.6611471548676,1.1489396117939257,"{'critic1_loss': 52.92219543457031, 'critic2_loss': 52.28700256347656, 'actor_loss': 52.874107360839844}"
596,680,-1258.4253887720406,19.451532754386086,"{'critic1_loss': 27.175758361816406, 'critic2_loss': 27.469024658203125, 'actor_loss': 53.564273834228516}"
597,598,-1080.2672723867,-1.2550053001024746,"{'critic1_loss': 37.4559326171875, 'critic2_loss': 38.107234954833984, 'actor_loss': 49.87788772583008}"
598,733,-1462.3165107108653,7.440479625489751,"{'critic1_loss': 43.527122497558594, 'critic2_loss': 39.369049072265625, 'actor_loss': 50.19419479370117}"
599,692,-1436.1785877682269,3.242167786509043,"{'critic1_loss': 39.37849426269531, 'critic2_loss': 40.90869140625, 'actor_loss': 50.556514739990234}"
600,602,-1131.4786261506379,-0.2727973598556591,"{'critic1_loss': 49.0927734375, 'critic2_loss': 48.41768264770508, 'actor_loss': 50.401527404785156}"
601,737,-1538.0273193605244,6.055375133940976,"{'critic1_loss': 28.844585418701172, 'critic2_loss': 27.51893424987793, 'actor_loss': 51.384063720703125}"
602,727,-1423.4883589707315,20.694326598190962,"{'critic1_loss': 21.35219955444336, 'critic2_loss': 18.21890640258789, 'actor_loss': 53.18462371826172}"
603,783,-1735.7388493455946,4.463599466661665,"{'critic1_loss': 37.6224365234375, 'critic2_loss': 35.22389221191406, 'actor_loss': 50.12165451049805}"
604,636,-1183.4627069346607,18.046564759732387,"{'critic1_loss': 22.060649871826172, 'critic2_loss': 21.592880249023438, 'actor_loss': 53.40934371948242}"
605,653,-1294.8246729113162,15.947105525290588,"{'critic1_loss': 38.66093444824219, 'critic2_loss': 34.901851654052734, 'actor_loss': 53.28575134277344}"
606,662,-1235.4552092850208,18.18703989998871,"{'critic1_loss': 50.85150146484375, 'critic2_loss': 47.016143798828125, 'actor_loss': 50.62473678588867}"
607,699,-1412.3220685757697,2.8325347130388643,"{'critic1_loss': 27.873884201049805, 'critic2_loss': 26.408218383789062, 'actor_loss': 51.92747497558594}"
608,636,-1246.1463255137205,18.28279977090288,"{'critic1_loss': 30.347707748413086, 'critic2_loss': 30.912395477294922, 'actor_loss': 50.697654724121094}"
609,810,-1585.556538078934,-7.773753762452362,"{'critic1_loss': 51.48808670043945, 'critic2_loss': 48.84160614013672, 'actor_loss': 50.13962173461914}"
610,558,-719.45950647071,17.40277459063959,"{'critic1_loss': 90.87104034423828, 'critic2_loss': 88.50779724121094, 'actor_loss': 51.19843292236328}"
611,602,-1105.985765542835,10.950241587166335,"{'critic1_loss': 43.740142822265625, 'critic2_loss': 44.76780700683594, 'actor_loss': 51.11642837524414}"
612,644,-1226.898390095681,17.860616072742072,"{'critic1_loss': 34.86803436279297, 'critic2_loss': 34.3795280456543, 'actor_loss': 51.503578186035156}"
613,566,-541.4608251564205,-3.342949379266947,"{'critic1_loss': 21.06901741027832, 'critic2_loss': 16.42410659790039, 'actor_loss': 54.744789123535156}"
614,630,-1187.5069822147489,21.007156639740543,"{'critic1_loss': 31.977783203125, 'critic2_loss': 29.654577255249023, 'actor_loss': 52.203460693359375}"
615,752,-1392.1164892949164,9.140909431063603,"{'critic1_loss': 59.949501037597656, 'critic2_loss': 57.913387298583984, 'actor_loss': 51.170494079589844}"
616,620,-1179.9436468705535,20.063082231836933,"{'critic1_loss': 51.82142639160156, 'critic2_loss': 48.30879211425781, 'actor_loss': 54.28276824951172}"
617,639,-1207.2045783437788,10.718512524406503,"{'critic1_loss': 15.250046730041504, 'critic2_loss': 14.052934646606445, 'actor_loss': 52.84424591064453}"
618,629,-1137.8067241571844,18.64759160932713,"{'critic1_loss': 56.43158721923828, 'critic2_loss': 57.11113739013672, 'actor_loss': 51.588890075683594}"
619,647,-1213.8886004015803,21.99980105831726,"{'critic1_loss': 39.21249771118164, 'critic2_loss': 39.43545150756836, 'actor_loss': 53.553070068359375}"
620,613,-1110.449233416468,23.285359575011714,"{'critic1_loss': 53.52125549316406, 'critic2_loss': 48.952632904052734, 'actor_loss': 52.524452209472656}"
621,780,-1610.4028097577393,15.054263228562716,"{'critic1_loss': 27.28316879272461, 'critic2_loss': 19.0221004486084, 'actor_loss': 55.85777282714844}"
622,714,-1430.9073642082512,2.1116536852646273,"{'critic1_loss': 20.637554168701172, 'critic2_loss': 21.641433715820312, 'actor_loss': 52.1121826171875}"
