Episode,Global step,Critic1 Loss,Critic2 Loss,Actor Loss
19,1007,1585.1416015625,1582.609619140625,
19,2014,1228.4945068359375,1205.201416015625,7.33228874206543
19,3002,1147.897216796875,1109.9345703125,11.742355346679688
19,4009,931.323486328125,879.931640625,16.836776733398438
19,5016,721.14013671875,659.864990234375,22.845767974853516
19,6004,570.6172485351562,506.52239990234375,29.306396484375
19,7011,448.6757507324219,389.16339111328125,36.40412902832031
19,8018,382.7801513671875,335.64801025390625,44.43527603149414
19,9006,299.75262451171875,284.6829833984375,52.78623962402344
19,10013,303.2674560546875,263.48040771484375,56.74274444580078
19,11001,223.55987548828125,195.7146453857422,55.5999641418457
19,12008,193.53109741210938,163.24574279785156,49.04955291748047
19,13015,190.8146209716797,168.90109252929688,50.70066833496094
19,14003,173.7095184326172,153.53384399414062,51.740325927734375
19,15010,148.06468200683594,134.28753662109375,58.42723846435547
19,16017,136.31829833984375,130.82376098632812,62.640262603759766
19,17005,122.17903137207031,111.99598693847656,63.64649200439453
19,18012,140.50787353515625,129.54669189453125,68.8897705078125
19,19000,136.43545532226562,131.26473999023438,73.96729278564453
19,20007,133.22621154785156,124.58834838867188,77.39087677001953
19,21014,110.6640396118164,102.86256408691406,80.19942474365234
19,22002,116.63004302978516,107.18689727783203,84.97476196289062
19,23009,117.67940521240234,111.066162109375,87.46678924560547
19,24016,121.02749633789062,111.93812561035156,89.59933471679688
19,25004,103.59791564941406,102.47698211669922,93.84513854980469
19,26011,129.94882202148438,125.82614135742188,93.9583740234375
19,27018,135.44598388671875,118.90736389160156,98.48130798339844
19,28006,128.61195373535156,125.65908813476562,99.40962982177734
19,29013,127.2094955444336,121.37220001220703,101.7646255493164
19,30001,130.01730346679688,121.7462158203125,104.12590026855469
19,31008,144.80271911621094,140.6923370361328,105.56854248046875
19,32015,129.1630096435547,125.73873901367188,108.39578247070312
19,33003,129.24783325195312,125.37518310546875,109.22357177734375
19,34010,126.70392608642578,118.44540405273438,111.05472564697266
19,35017,124.46358489990234,124.0164794921875,113.5341796875
19,36005,127.24900817871094,119.22419738769531,118.25970458984375
19,37012,124.50878143310547,123.69442749023438,118.58145141601562
38,38000,137.63137817382812,129.238037109375,118.96656036376953
38,39007,124.64586639404297,126.79474639892578,120.10272979736328
38,40014,127.2017822265625,127.33558654785156,123.57323455810547
38,41002,136.51170349121094,133.53111267089844,126.27128601074219
38,42009,126.90985870361328,122.81906127929688,127.522216796875
38,43016,118.5806884765625,113.08869934082031,130.99293518066406
38,44004,118.24275207519531,114.61344909667969,128.76824951171875
38,45011,114.80111694335938,107.97566986083984,131.4469757080078
38,46018,137.76475524902344,146.3745574951172,132.19602966308594
38,47006,124.29402160644531,117.87420654296875,134.9969024658203
38,48013,125.36872100830078,118.05680084228516,135.5742950439453
38,49001,138.27626037597656,144.05690002441406,136.68096923828125
38,50008,125.75564575195312,126.9947509765625,139.17918395996094
38,51015,128.31362915039062,125.90894317626953,140.7504425048828
38,52003,126.14601135253906,125.11720275878906,144.50601196289062
38,53010,122.16596984863281,125.14468383789062,146.74105834960938
38,54017,124.57614135742188,127.09457397460938,147.5194854736328
38,55005,126.25609588623047,123.37171936035156,146.503662109375
38,56012,133.10145568847656,126.5340347290039,149.59249877929688
38,57000,134.50070190429688,129.7913360595703,148.04507446289062
38,58007,134.87884521484375,130.97300720214844,152.93435668945312
